MeasurementDateGMT,Brent - Neasden Lane: Nitric Oxide (ug/m3),Brent - Neasden Lane: Nitrogen Dioxide (ug/m3),Brent - Neasden Lane: Oxides of Nitrogen (ug/m3),Brent - Neasden Lane: PM10 Particulate (ug/m3)
2018-01-01,215.09999999999997,569.3000000000001,899.5,243.7
2018-01-02,542.0000000000001,932.1,1763.2,483.90000000000003
2018-01-03,333.49999999999994,542.9,1054.5,890.2000000000003
2018-01-04,518.2,839.3000000000001,1633.7000000000005,475.80000000000007
2018-01-05,1384.5,1269.3,3392.2,643.8
2018-01-06,1087.8999999999999,942.4000000000001,2610.6,461.90000000000003
2018-01-07,59.1,257.9,348.6,278.1
2018-01-08,304.99999999999994,565.7,1032.9,482.59999999999997
2018-01-09,849.2,946.9000000000001,2248.8,680.9000000000001
2018-01-10,3008.1000000000004,1892.9999999999998,6505.6,1067.4
2018-01-11,1346.1999999999996,1045.8,3110.1999999999994,568.0
2018-01-12,652.3000000000001,888.1,1888.1000000000001,600.4000000000001
2018-01-13,142.39999999999998,650.5999999999999,869.0000000000001,556.5000000000001
2018-01-14,381.79999999999995,823.3999999999999,1408.6999999999998,629.8000000000001
2018-01-15,489.2,861.4000000000002,1611.0,556.9
2018-01-16,586.6999999999999,1034.4,1934.1999999999996,961.65
2018-01-17,709.3999999999999,1051.1000000000001,2139.1000000000004,925.8000000000001
2018-01-18,787.3,1070.4,2277.5,947.9000000000001
2018-01-19,1110.1,1492.6999999999998,3194.4,888.4000000000001
2018-01-20,335.3,1063.4999999999998,1577.7,227.70000000000002
2018-01-21,569.9,1140.2,2014.0000000000002,354.0
2018-01-22,1755.9,1611.3,4303.3,674.2
2018-01-23,689.1999999999999,980.5,2037.6000000000004,340.4000000000001
2018-01-24,578.0000000000001,917.3,1804.0,480.99999999999994
2018-01-25,1075.7,1408.5,3058.0999999999995,615.4
2018-01-26,1527.0999999999997,1454.1499999999999,3795.2000000000007,581.1999999999999
2018-01-27,674.5000000000001,1011.7,2046.0000000000005,408.00000000000006
2018-01-28,182.50000000000003,468.59999999999997,748.9999999999999,324.69999999999993
2018-01-29,930.8000000000001,1195.1999999999998,2622.6000000000004,802.6999999999998
2018-01-30,3054.100000000001,1991.2,6673.800000000001,805.5
2018-01-31,770.2,1173.8999999999999,2354.7999999999997,737.6000000000001
2018-02-01,874.5,1148.6999999999998,2489.8,512.0
2018-02-02,1420.1999999999998,1423.5,3601.4,691.0
2018-02-03,797.6999999999999,1347.1,2569.9999999999995,380.69999999999993
2018-02-04,67.0,459.5,562.3,173.79999999999998
2018-02-05,490.49999999999994,883.5999999999999,1635.4999999999998,366.49999999999994
2018-02-06,594.4999999999999,1142.8,2054.6,683.0999999999999
2018-02-07,1427.4999999999998,1553.3999999999999,3742.3999999999996,702.5000000000001
2018-02-08,1898.6,1596.8000000000006,4507.499999999997,779.3
2018-02-09,821.8999999999999,1128.7000000000003,2388.9999999999995,464.2000000000001
2018-02-10,658.1000000000001,1002.8999999999999,2011.4999999999998,312.80000000000007
2018-02-11,325.5,704.7,1203.4,444.4999999999999
2018-02-12,1348.1999999999998,1687.1000000000001,3754.1,951.1
2018-02-13,275.9,859.25,1282.05,192.2
2018-02-14,706.6,1013.9,2097.4,317.6
2018-02-15,1001.8,1462.2999999999997,2998.5,1167.3000000000002
2018-02-16,1965.1000000000001,1819.1,4832.499999999999,929.7
2018-02-17,1878.9,1405.8000000000002,4286.9,818.4000000000001
2018-02-18,550.8000000000001,916.5999999999999,1761.3999999999999,460.20000000000005
2018-02-19,1456.8000000000002,1196.3,3430.0999999999995,700.3000000000001
2018-02-20,417.09999999999997,750.4999999999999,1390.6000000000004,318.29999999999995
2018-02-21,479.10000000000014,859.6999999999999,1594.4,952.1999999999999
2018-02-22,264.4,876.7,1282.1000000000001,785.4999999999999
2018-02-23,437.3,963.7000000000002,1633.9999999999998,734.0
2018-02-24,298.3,836.9999999999999,1293.3999999999999,765.5999999999999
2018-02-25,62.699999999999996,503.7,599.9999999999999,370.8
2018-02-26,309.80000000000007,681.6500000000001,1156.4499999999998,528.65
2018-02-27,692.9999999999999,1181.3999999999999,2244.4,690.3000000000001
2018-02-28,402.35,867.9499999999999,1484.85,515.6999999999999
2018-03-01,278.99999999999994,702.8,1130.9999999999998,909.7
2018-03-02,252.1,859.6999999999998,1246.4,973.1999999999999
2018-03-03,232.75000000000003,952.8000000000002,1309.8999999999996,1389.9000000000003
2018-03-04,247.1,954.7,1333.5,669.0999999999999
2018-03-05,364.50000000000006,999.8000000000001,1559.1000000000004,491.6
2018-03-06,1277.6000000000001,1398.9,3357.4999999999995,612.5
2018-03-07,1883.5,1696.8999999999996,4584.699999999999,1098.4000000000003
2018-03-08,658.45,960.1999999999999,1970.2499999999995,1039.1
2018-03-09,1109.6,1144.4999999999998,2845.8,564.0999999999999
2018-03-10,450.79999999999995,748.9,1439.3999999999999,481.59999999999997
2018-03-11,369.4,937.4,1504.0000000000002,515.2
2018-03-12,805.4000000000002,1013.4,2248.2999999999997,396.3
2018-03-13,1287.3999999999996,1262.0000000000002,3235.7999999999997,698.3000000000002
2018-03-14,172.39999999999998,763.6,1027.35,405.70000000000005
2018-03-15,256.20000000000005,890.7000000000002,1283.1,335.1
2018-03-16,748.8999999999999,1130.9,2279.0000000000005,802.3
2018-03-17,145.15000000000003,380.69999999999993,603.8,402.4000000000001
2018-03-18,80.4,401.9000000000001,525.0,596.1999999999998
2018-03-19,356.5,609.5000000000001,1155.5500000000002,557.1
2018-03-20,277.4,749.4,1174.8999999999999,442.5
2018-03-21,1698.8,1758.8999999999999,4363.599999999999,1388.6999999999998
2018-03-22,807.8,1140.8000000000002,2379.4,1420.9999999999998
2018-03-23,606.2,981.6,1910.8000000000002,1126.7
2018-03-24,253.79999999999998,783.4999999999999,1173.1000000000001,643.0999999999999
2018-03-25,779.5,786.5,1981.0,792.8
2018-03-26,1056.6,1643.7000000000003,3263.7999999999997,943.0000000000001
2018-03-27,738.6000000000001,1165.2500000000002,2297.65,556.6
2018-03-28,1176.8999999999996,1673.3000000000002,3478.2000000000003,480.99999999999994
2018-03-29,637.0500000000003,1150.6999999999998,2127.6000000000004,304.8
2018-03-30,184.50000000000003,759.9000000000002,1043.0,248.99999999999994
2018-03-31,357.3,735.1999999999999,1283.0,189.80000000000004
2018-04-01,157.00000000000003,604.9,845.5999999999999,280.3
2018-04-02,154.59999999999997,587.7,824.9999999999999,284.59999999999997
2018-04-03,391.50000000000006,842.0999999999999,1442.4999999999998,420.59999999999997
2018-04-04,220.0,629.4000000000001,966.5,358.3
2018-04-05,490.9000000000001,958.3000000000001,1711.0999999999997,411.5
2018-04-06,328.69999999999993,892.3,1396.4999999999998,506.40000000000003
2018-04-07,328.7,1009.0,1513.1,683.4000000000001
2018-04-08,284.40000000000003,760.5999999999999,1196.1,450.6
2018-04-09,333.00000000000006,929.6000000000001,1440.0,541.1
2018-04-10,296.59999999999997,914.3000000000001,1369.5,748.3
2018-04-11,350.59999999999997,723.4,1261.0999999999997,918.8999999999999
2018-04-12,295.3999999999999,614.0000000000001,1066.7,756.6
2018-04-13,1158.0,1424.0,3199.3,986.2
2018-04-14,451.70000000000005,1062.1,1754.3999999999999,937.6000000000003
2018-04-15,146.40000000000003,686.0999999999999,910.7,677.6999999999997
2018-04-16,662.5999999999998,1086.8000000000002,2103.2000000000003,1004.4000000000001
2018-04-17,256.49999999999994,712.3,1105.6000000000001,574.9
2018-04-18,408.8,1047.5,1674.4999999999995,657.7
2018-04-19,1131.5000000000002,1763.4000000000003,3498.699999999999,1331.5000000000002
2018-04-20,786.4,1301.5000000000002,2507.4,1206.7999999999997
2018-04-21,228.70000000000002,978.5,1328.6999999999996,1115.2
2018-04-22,167.50000000000003,557.8000000000001,814.8000000000001,653.4000000000001
2018-04-23,821.9999999999999,1033.8000000000002,2293.9999999999995,1320.8
2018-04-24,702.3,948.5000000000001,2025.4,1088.6
2018-04-25,680.9999999999999,987.55,2031.7,1402.4000000000003
2018-04-26,674.4999999999999,1090.2,2124.2,1244.5000000000002
2018-04-27,332.2,1154.6,1663.7,393.8
2018-04-28,189.89999999999998,729.5000000000002,1020.5,186.39999999999998
2018-04-29,35.4,255.89999999999992,310.49999999999994,194.69999999999996
2018-04-30,281.3,795.6999999999999,1226.8000000000002,328.70000000000005
2018-05-01,830.2,1290.2000000000003,2563.3,855.5000000000001
2018-05-02,433.29999999999995,1036.0,1700.7000000000003,287.8
2018-05-03,1134.4,1496.5,3236.2,846.6999999999999
2018-05-04,624.7000000000002,1206.4999999999998,2164.6000000000004,865.8
2018-05-05,444.7,1111.9,1793.8000000000006,749.4999999999998
2018-05-06,55.8,939.3000000000002,1025.2,745.2
2018-05-07,98.89999999999998,1192.0,1343.5,918.5999999999997
2018-05-08,1247.3999999999999,2090.9,4003.2999999999997,1794.4000000000005
2018-05-09,922.8,1398.6999999999998,2813.5,1059.7
2018-05-10,615.8,1219.5,2163.8,709.4999999999999
2018-05-11,226.49999999999997,909.0999999999999,1256.6999999999998,471.0000000000001
2018-05-12,484.2,1097.0,1839.3,519.6000000000001
2018-05-13,513.0,1028.1000000000001,1814.8999999999999,644.6000000000001
2018-05-14,243.29999999999993,740.9000000000001,1113.8,353.5
2018-05-15,202.8,664.9,976.5,456.19999999999993
2018-05-16,238.69999999999996,481.99999999999994,847.3000000000001,615.0
2018-05-17,194.79999999999995,455.00000000000006,753.3,482.7
2018-05-18,298.1000000000001,927.8999999999999,1385.1,576.6
2018-05-19,359.8,1074.4,1626.1999999999996,630.8000000000001
2018-05-20,128.40000000000003,827.8999999999999,1024.8,553.1
2018-05-21,359.20000000000005,1027.8000000000002,1578.8999999999994,1115.8000000000002
2018-05-22,155.39999999999998,488.9000000000001,727.2,862.9500000000002
2018-05-23,159.30000000000004,425.0,668.9,881.0000000000001
2018-05-24,580.2,1063.3,1953.1999999999996,886.7
2018-05-25,573.5000000000001,1324.5,2203.6,907.3999999999999
2018-05-26,99.49999999999997,537.9000000000001,690.1000000000001,996.6
2018-05-27,203.29999999999998,671.5999999999999,982.9999999999999,760.4999999999999
2018-05-28,104.19999999999997,527.3999999999999,686.8000000000001,812.1999999999997
2018-05-29,127.90000000000002,445.7999999999999,642.0999999999999,624.1999999999999
2018-05-30,435.2999999999999,931.6999999999999,1598.7000000000003,660.6999999999999
2018-05-31,371.80000000000007,983.0999999999997,1553.0,871.9999999999998
2018-06-01,770.7,1358.5000000000002,2539.9999999999995,1005.4
2018-06-02,542.6,1027.3,1859.3000000000002,900.1
2018-06-03,243.20000000000002,765.6999999999999,1138.7,385.2
2018-06-04,356.3,574.2,1120.6000000000001,538.1000000000001
2018-06-05,265.30000000000007,515.2,922.1999999999999,460.6
2018-06-06,181.8,452.20000000000005,730.7000000000002,617.5
2018-06-07,252.10000000000002,671.6000000000001,1058.1999999999998,539.3
2018-06-08,190.40000000000003,471.99999999999994,764.0999999999999,543.7
2018-06-09,101.5,409.9,565.6999999999999,491.5
2018-06-10,39.099999999999994,290.9999999999999,350.9,392.7
2018-06-11,250.00000000000006,568.9999999999999,952.5999999999999,536.9
2018-06-12,275.3,577.1,998.7,388.5
2018-06-13,590.6000000000001,1036.2,1942.2,832.4000000000001
2018-06-14,526.4,947.4999999999999,1754.6000000000001,1034.2
2018-06-15,740.1999999999999,1262.1000000000004,2397.3,1007.1
2018-06-16,343.49999999999994,704.3999999999999,1230.8999999999999,695.5
2018-06-17,187.79999999999998,441.00000000000006,729.1,498.2
2018-06-18,393.90000000000003,662.9000000000001,1266.7,1197.5
2018-06-19,650.6,680.9999999999998,1678.6999999999998,1103.1
2018-06-20,639.3000000000001,666.0000000000001,1646.0,946.5999999999999
2018-06-21,298.9,627.8999999999999,1086.1,664.3000000000001
2018-06-22,308.69999999999993,640.5000000000001,1113.9999999999998,583.9999999999999
2018-06-23,287.79999999999995,820.8,1262.1999999999998,735.6999999999999
2018-06-24,72.10000000000002,582.3,692.5,383.7
2018-06-25,379.00000000000006,1032.5,1613.6,908.0999999999999
2018-06-26,369.7000000000002,904.3999999999999,1471.8,708.8999999999999
2018-06-27,298.7037735849057,549.9188679245283,1007.5264150943397,618.0999999999999
2018-06-28,223.76603773584907,526.0301886792453,869.1622641509432,660.4499999999999
2018-06-29,97.63018867924528,406.25094339622643,556.111320754717,531.4
2018-06-30,77.3,338.9000000000001,457.5,516.6
2018-07-01,26.8,401.3,442.4,531.9999999999999
2018-07-02,210.20000000000007,590.8000000000001,913.0999999999999,690.3000000000002
2018-07-03,131.39999999999998,489.40000000000015,691.5,545.6999999999999
2018-07-04,275.3,1008.1000000000001,1430.2000000000003,684.4000000000001
2018-07-05,428.29999999999984,1209.5,1865.8000000000002,1063.4
2018-07-06,285.99999999999994,996.3,1434.9000000000003,862.5000000000001
2018-07-07,230.2,930.6999999999999,1283.3,1122.0
2018-07-08,45.099999999999994,502.49999999999994,571.9999999999999,432.49999999999994
2018-07-09,392.40000000000003,975.8,1577.3,845.9000000000002
2018-07-10,147.20000000000002,314.99999999999994,540.7999999999998,524.3
2018-07-11,237.69999999999996,445.9000000000001,810.1,497.2000000000001
2018-07-12,239.0,785.0999999999999,1151.1999999999998,617.6999999999999
2018-07-13,196.04444444444445,746.3555555555556,1046.8666666666668,618.5553191489363
2018-07-14,272.0,1181.5600000000002,1597.68,386.31063829787234
2018-07-15,528.0,1276.9200000000005,2085.3600000000006,372.2170212765957
2018-07-16,784.0000000000001,1372.28,2573.040000000001,358.1234042553191
2018-07-17,765.3555555555556,1235.7344444444445,2408.453333333333,340.84361702127654
2018-07-18,769.4,1221.1999999999998,2401.3000000000006,958.5999999999999
2018-07-19,495.90000000000015,1214.4,1975.1999999999998,867.3000000000001
2018-07-20,346.3,1116.5,1646.9,676.2000000000002
2018-07-21,212.49999999999997,871.0000000000002,1196.3999999999999,705.7000000000002
2018-07-22,244.0,796.0,1170.2,461.2500000000001
2018-07-23,587.8,1096.8,1998.1000000000001,1263.0999999999997
2018-07-24,587.0,1087.8999999999999,1988.1000000000004,1623.8
2018-07-25,375.7,972.6000000000001,1548.5999999999997,888.7000000000002
2018-07-26,271.1,1014.9,1431.3000000000004,942.4
2018-07-27,520.5000000000002,1147.1000000000001,1945.1999999999998,1325.2
2018-07-28,217.4,370.7,703.8999999999999,1074.5000000000002
2018-07-29,82.3,231.7,357.8,206.49999999999994
2018-07-30,355.90000000000003,507.29999999999995,1052.6999999999998,427.2
2018-07-31,551.0999999999999,878.0,1722.3000000000002,1038.4999999999998
2018-08-01,807.1000000000003,1216.7999999999997,2454.0000000000005,1196.7500000000002
2018-08-02,696.2999999999998,1229.6999999999998,2297.7,1206.6999999999998
2018-08-03,490.3,1107.5,1859.5,846.1000000000003
2018-08-04,171.29999999999998,470.9,733.6999999999999,431.40000000000003
2018-08-05,95.4,644.6999999999999,790.6,339.70000000000005
2018-08-06,579.5,1409.1000000000001,2297.4,1188.9999999999998
2018-08-07,606.4,1437.2000000000005,2366.7,1826.0999999999997
2018-08-08,491.9,785.3999999999999,1539.1999999999998,1242.8000000000002
2018-08-09,784.9999999999999,1076.1,2280.0,543.6999999999999
2018-08-10,728.0999999999999,1142.9999999999998,2259.6000000000004,689.6
2018-08-11,469.49999999999994,822.5,1542.1999999999998,557.6
2018-08-12,190.50000000000003,488.50000000000006,780.6000000000001,326.35
2018-08-13,684.9999999999999,1001.6999999999999,2052.3,695.4999999999999
2018-08-14,772.6999999999999,1003.1999999999999,2188.0,1010.9
2018-08-15,638.5000000000002,890.5999999999999,1869.4999999999998,1257.7999999999993
2018-08-16,816.9999999999999,1005.9999999999999,2258.3999999999996,623.2999999999998
2018-08-17,951.7999999999998,1047.3,2506.6999999999994,874.4
2018-08-18,402.2999999999999,637.5999999999999,1254.7,591.8000000000001
2018-08-19,186.6,361.2,647.0999999999999,313.2
2018-08-20,744.6999999999999,911.9000000000001,2054.1,1019.4999999999999
2018-08-21,671.3,972.4999999999998,2001.2000000000005,758.2
2018-08-22,712.4999999999999,942.2999999999998,2035.0,962.9999999999999
2018-08-23,639.4,755.5999999999998,1735.8000000000002,847.9
2018-08-24,604.2,723.3000000000001,1650.1000000000001,1089.1
2018-08-25,866.3,817.7,2146.5,538.6
2018-08-26,484.3999999999999,561.8,1304.3999999999996,306.09999999999997
2018-08-27,193.8,409.2,706.7,188.09999999999997
2018-08-28,588.4999999999999,973.65,1875.6999999999998,438.69999999999993
2018-08-29,757.1000000000003,1093.3,2254.2999999999993,474.70000000000005
2018-08-30,405.8999999999999,669.1999999999998,1291.9000000000003,507.9
2018-08-31,429.5,820.0000000000001,1478.6,511.40000000000003
2018-09-01,544.5,885.9000000000001,1720.7,554.6
2018-09-02,243.1,846.3,1219.3,521.5000000000001
2018-09-03,1035.1999999999998,1280.9999999999998,2868.9,789.1000000000001
2018-09-04,302.9,609.8000000000001,1074.6000000000001,628.9000000000001
2018-09-05,303.5,629.7,1094.9,559.0
2018-09-06,733.3000000000001,964.9999999999999,2089.5,966.5
2018-09-07,817.1000000000001,1067.5,2320.5,1063.7000000000003
2018-09-08,559.5999999999999,829.0000000000001,1687.3,753.2999999999998
2018-09-09,189.50000000000003,473.9000000000001,764.3,383.8
2018-09-10,789.0,934.6,2144.6,1373.6999999999998
2018-09-11,596.9000000000001,737.6,1652.7,1013.3000000000001
2018-09-12,1063.8000000000002,919.3000000000002,2550.7500000000005,403.79999999999995
2018-09-13,2102.8999999999996,1326.8999999999996,4551.099999999999,1134.1
2018-09-14,818.7,969.3000000000002,2224.6,1029.5
2018-09-15,611.1000000000003,794.7,1731.5999999999997,670.1
2018-09-16,183.0,492.3,772.8000000000002,379.9
2018-09-17,298.00000000000006,712.9999999999999,1170.1000000000004,547.4000000000001
2018-09-18,402.59999999999997,602.4,1219.9999999999998,1256.1000000000004
2018-09-19,443.2,571.9999999999999,1251.7000000000003,1074.7
2018-09-20,370.09999999999997,525.7,1092.6,852.0
2018-09-21,437.6,623.7,1294.6000000000001,1247.2999999999997
2018-09-22,407.2,796.6000000000001,1420.5,742.9
2018-09-23,169.5,548.8999999999999,808.6,179.19999999999996
