MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), Ozone (ug/m3)
2019-09-20,898.8,1319.22,2697.55,816.25,845.1
2019-09-21,660.5,1429.4,2442.18,852.05,747.1
2019-09-22,255.58,784.8,1176.82,458.75,956.8
2019-09-23,158.95,403.52,647.15,282.5,951.1
2019-09-24,220.82,501.28,839.78,259.6,777.7
2019-09-25,139.48,435.85,649.48,236.8,729.1
2019-09-26,108.7,406.58,571.5,323.8,936.2
2019-09-27,133.43,410.8,615.33,389.25,918.9
2019-09-28,63.9,302.48,400.1,302.15,1042.6
2019-09-29,59.68,290.1,381.83,200.15,1066.8
2019-09-30,319.38,581.4,1070.88,278.4,684.6
2019-10-01,326.57,652.75,1153.5,353.3,797.8
2019-10-02,622.66,921.84,1876.51,370.35,588.25
2019-10-03,1197.72,1018.27,2854.6,423.9,541.3
2019-10-04,277.32,768.98,1194.05,533.6,644.7
2019-10-05,679.38,1058.95,2100.4,470.55,501.8
2019-10-06,229.82,553.95,906.65,357.2,822.4
2019-10-07,502.52,771.58,1541.8,327.05,594.0
2019-10-08,124.22,435.82,626.25,523.55,784.2
2019-10-09,105.52,436.28,598.25,305.95,983.7
2019-10-10,109.22,383.05,550.72,391.7,886.0
2019-10-11,90.5,385.03,523.45,298.45,1074.8
2019-10-12,371.42,836.28,1405.9,249.55,865.3
2019-10-13,219.6,608.3,944.75,308.45,977.7
2019-10-14,1075.15,1186.25,2834.7,494.25,371.4
2019-10-15,282.42,681.76,1114.79,327.65,617.8
2019-10-16,454.72,870.15,1567.22,379.65,692.2
2019-10-17,689.03,967.18,2023.68,320.05,794.9
2019-10-18,121.05,447.75,633.18,364.2,1162.8
2019-10-19,256.42,773.4,1166.75,334.3,792.4
2019-10-20,551.38,929.1,1774.82,389.75,477.8
2019-10-21,590.62,907.98,1813.52,371.8,770.8
2019-10-22,1493.4,1262.25,3552.1,525.1,335.7
2019-10-23,2435.73,1648.35,5383.12,902.0,91.3
2019-10-24,1473.3,1233.15,3492.05,668.35,174.75
2019-10-25,375.45,605.72,1181.35,341.85,870.6
2019-10-26,171.42,473.28,736.02,353.4,1134.1
2019-10-27,424.33,962.5,1612.95,356.1,637.2
2019-10-28,1616.58,1408.98,3887.15,842.5,340.2
2019-10-29,786.18,1281.05,2486.82,358.65,909.9
2019-10-30,883.88,1325.3,2680.58,627.7,653.8
2019-10-31,1306.8,1318.28,3322.1,938.4,202.1
2019-11-01,757.44,919.21,2080.66,401.95,473.8
2019-11-02,81.68,287.42,412.6,318.45,1167.2
2019-11-03,320.1,789.6,1280.3,393.15,654.7
2019-11-04,1496.78,1383.22,3678.3,475.35,394.2
2019-11-05,1025.73,1144.43,2717.32,501.25,384.1
2019-11-06,906.5,1164.8,2554.62,597.25,512.4
2019-11-07,449.72,918.28,1607.95,279.25,635.7
2019-11-08,1648.6,1424.28,3952.0,523.6,210.7
2019-11-09,694.2,1073.9,2138.22,445.65,359.7
2019-11-10,894.88,1119.38,2491.57,471.9,504.3
2019-11-11,194.08,670.35,968.03,312.35,850.4
2019-11-12,128.72,662.75,860.18,236.4,823.55
2019-11-13,537.8,1021.08,1845.48,329.65,508.2
2019-11-14,987.4,1344.78,2858.75,326.1,681.8
2019-11-15,809.8,1079.45,2321.03,442.85,431.1
2019-11-16,1410.2,1361.52,3523.92,507.5,189.0
2019-11-17,2154.2,1575.3,4878.1,814.35,46.6
2019-11-18,902.17,1219.21,2603.08,470.3,543.68
2019-11-19,2532.89,1846.68,5730.38,841.8,232.02
2019-11-20,1172.25,1383.07,3180.38,629.85,586.8
2019-11-21,1238.88,1203.07,3102.88,807.4,215.6
2019-11-22,977.7,1301.6,2801.2,422.6,638.5
2019-11-23,1087.0,1290.88,2957.42,539.05,209.9
2019-11-24,1352.2,1072.75,3146.2,589.0,269.0
2019-11-25,918.27,1047.18,2454.9,292.65,562.7
2019-11-26,507.6,893.62,1671.76,284.27,930.45
2019-11-27,626.43,1183.15,2143.8,292.95,716.5
2019-11-28,410.17,897.0,1526.07,329.35,508.5
2019-11-29,1798.88,1604.0,4362.1,689.05,405.95
2019-11-30,2002.98,1760.8,4832.05,745.55,197.3
2019-12-01,474.58,966.52,1693.93,360.4,689.0
2019-12-02,1601.48,1650.78,4106.0,650.1,186.0
2019-12-03,1045.48,1609.95,3212.98,555.35,181.6
2019-12-04,3530.27,2051.7,7464.75,893.45,165.2
2019-12-05,1015.92,1058.57,2616.23,544.6,504.7
2019-12-06,87.75,496.28,630.92,181.65,1117.7
2019-12-07,111.57,519.52,690.4,266.7,990.8
2019-12-08,43.0,267.12,332.88,331.55,1487.3
2019-12-09,538.34,1007.09,1832.62,404.22,833.6
2019-12-10,369.75,780.8,1347.82,330.4,884.1
2019-12-11,316.88,982.15,1467.8,320.25,771.0
2019-12-12,577.3,996.68,1881.85,237.85,861.5
2019-12-13,162.32,628.42,877.32,316.3,1155.3
2019-12-14,122.43,552.6,740.65,382.7,1364.6
2019-12-15,108.78,425.33,591.65,325.9,1403.3
2019-12-16,1057.08,1359.7,2980.58,375.55,670.5
2019-12-17,840.62,1450.95,2739.85,350.3,475.7
2019-12-18,1408.1,1397.28,3556.25,410.2,706.9
2019-12-19,439.2,591.38,1265.25,422.15,1021.8
2019-12-20,571.91,1140.69,2017.07,189.64,775.2
2019-12-21,304.73,847.18,1314.15,237.14,1229.8
2019-12-22,107.83,700.82,865.73,247.0,1054.0
2019-12-23,226.56,809.02,1156.17,374.92,907.5
2019-12-24,116.07,543.1,720.65,345.6,1191.9
2019-12-25,799.03,1056.05,2280.93,432.75,660.3
2019-12-26,250.82,686.02,1070.6,332.75,881.6
2019-12-27,1119.8,1142.55,2859.38,474.75,367.5
2019-12-28,739.68,991.0,2125.07,455.85,456.1
2019-12-29,359.98,811.0,1363.35,493.1,560.7
2019-12-30,577.2,1015.68,1900.4,574.65,118.1
2019-12-31,1007.8,1190.75,2736.02,1034.18,101.5
2020-01-01,978.24,1186.25,2685.89,1031.67,168.5
2020-01-02,254.85,583.8,974.1,296.85,927.0
2020-01-03,397.42,805.75,1415.18,329.0,856.7
2020-01-04,169.28,835.25,1094.98,329.45,813.2
2020-01-05,66.6,481.8,583.9,199.4,1267.5
2020-01-06,179.52,567.85,842.7,346.0,1138.4
2020-01-07,204.73,648.35,962.47,459.2,896.9
2020-01-08,162.83,674.24,923.85,585.25,822.3
2020-01-09,273.82,654.79,1074.23,254.75,1106.8
2020-01-10,658.15,974.92,1983.6,301.1,737.1
2020-01-11,499.99,671.87,1438.04,400.2,1381.7
2020-01-12,616.45,691.62,1636.53,217.45,1329.7
2020-01-13,749.86,731.52,1880.7,309.65,1300.0
2020-01-14,867.92,733.35,2063.77,291.6,1374.6
2020-01-15,1001.14,866.5,2400.81,274.05,1124.6
2020-01-16,1123.39,823.6,2545.57,390.1,1117.0
2020-01-17,1238.88,890.58,2789.59,251.55,1190.9
2020-01-18,1539.69,1209.73,3569.88,515.6,626.4
2020-01-19,1968.37,1382.55,4399.73,775.8,405.7
2020-01-20,2458.16,1553.48,5321.94,987.65,40.0
2020-01-21,2809.82,1613.48,5920.89,1009.45,28.9
2020-01-22,2632.99,1516.1,5552.77,962.2,62.4
2020-01-23,1429.31,1429.75,3621.1,643.83,210.6
2020-01-24,1052.82,1255.35,2869.9,571.01,198.9
2020-01-25,589.75,819.45,1723.85,572.02,523.1
2020-01-26,221.27,552.45,891.85,427.67,880.6
2020-01-27,235.42,739.36,1100.16,236.42,1094.3
2020-01-28,104.17,497.72,657.65,196.5,1361.2
2020-01-29,138.34,590.03,802.46,411.7,1214.9
2020-01-30,326.29,632.16,1132.82,249.65,966.6
2020-01-31,146.92,436.91,661.88,121.75,1107.9
2020-02-01,61.4,294.62,388.55,357.95,1445.1
2020-02-02,93.62,402.78,546.6,435.55,1320.9
2020-02-03,113.1,485.92,659.05,450.1,1339.3
2020-02-04,239.32,762.25,1129.45,402.8,1100.9
2020-02-05,1365.4,1514.83,3608.15,785.55,280.4
2020-02-06,1905.9,1810.7,4732.7,867.45,164.3
2020-02-07,1190.45,1208.48,3034.3,845.9,479.9
2020-02-08,160.22,520.75,766.56,422.4,1231.8
2020-02-09,53.47,195.08,277.02,291.25,1581.6
2020-02-10,73.82,332.0,445.3,286.05,1517.1
2020-02-11,80.95,371.47,495.8,321.65,1459.1
2020-02-12,211.82,640.3,965.05,267.55,1234.8
2020-02-13,209.7,722.08,1043.7,233.58,1288.6
2020-02-14,720.02,942.56,2046.48,485.4,925.8
2020-02-15,124.35,310.53,501.08,195.05,1207.2
2020-02-16,53.1,258.55,339.92,135.87,1563.9
2020-02-17,98.72,366.55,517.78,357.4,1451.5
2020-02-18,147.0,492.28,717.4,282.9,1364.6
2020-02-19,240.42,702.65,1071.43,313.15,1133.0
2020-02-20,125.73,533.77,726.72,166.3,1386.1
2020-02-21,106.08,413.82,576.4,424.15,1454.7
2020-02-22,48.4,265.52,339.72,418.8,1666.3
2020-02-23,122.6,450.15,638.22,193.35,1230.9
2020-02-24,143.25,473.76,693.44,200.0,1197.5
2020-02-25,112.94,459.24,632.08,212.8,1365.6
2020-02-26,172.82,709.23,974.45,279.05,1211.4
2020-02-27,486.52,1044.05,1789.6,283.65,978.4
2020-02-28,451.17,823.75,1515.5,297.95,1077.5
2020-02-29,85.85,305.65,437.5,464.45,1538.8
2020-03-01,75.38,316.38,432.18,295.95,1605.4
2020-03-02,398.55,830.95,1442.17,276.2,1226.7
2020-03-03,252.27,926.03,1312.78,374.35,983.2
2020-03-04,890.06,1322.73,2687.63,409.3,611.71
2020-03-05,516.66,940.02,1732.44,357.0,794.89
2020-03-06,832.65,1179.6,2456.23,607.75,897.2
2020-03-07,276.7,774.58,1198.8,536.85,1048.3
2020-03-08,50.68,291.75,369.68,279.5,1597.4
2020-03-09,134.88,451.5,658.4,291.85,1291.85
2020-03-10,75.65,307.02,423.08,114.0,1117.2
2020-03-11,91.55,339.05,479.05,194.85,1594.9
2020-03-12,115.05,319.95,496.38,345.9,1507.9
2020-03-13,166.15,539.93,794.82,371.4,1392.6
2020-03-14,189.52,453.52,744.12,249.8,1434.4
2020-03-15,74.65,389.35,503.7,222.3,1547.2
2020-03-16,396.66,844.85,1453.22,393.05,1079.1
2020-03-17,346.03,595.55,1126.33,367.75,1374.3
2020-03-18,323.07,562.05,1057.6,346.8,1334.3
2020-03-19,629.51,887.25,1852.4,487.85,859.8
2020-03-20,448.36,679.07,1366.14,405.1,1339.6
2020-03-21,239.52,507.65,874.85,458.35,1342.2
2020-03-22,187.0,499.85,786.4,472.15,1240.9
2020-03-23,644.05,1104.95,2092.6,652.3,916.2
2020-03-24,428.92,891.38,1548.95,520.2,1256.9
2020-03-25,753.17,1298.78,2453.55,886.38,852.4
2020-03-26,337.0,813.38,1330.2,968.85,1359.3
2020-03-27,244.98,606.95,982.55,987.9,1659.1
2020-03-28,81.57,286.05,411.22,633.05,1836.6
2020-03-29,64.28,206.55,305.2,418.5,1631.5
2020-03-30,229.18,465.42,817.0,374.15,1367.7
2020-03-31,261.9,562.6,964.28,476.65,1490.1
2020-04-01,400.83,807.32,1421.67,444.05,1194.0
2020-04-02,52.8,371.58,452.43,282.25,1459.7
2020-04-03,173.23,624.8,890.5,397.1,1308.1
2020-04-04,160.0,566.8,811.95,434.5,1297.3
2020-04-05,50.75,300.68,378.65,466.95,1767.3
2020-04-06,59.4,377.28,468.42,329.25,1669.6
2020-04-07,522.35,1150.97,1951.75,727.75,1042.1
2020-04-08,419.9,1210.2,1853.95,1293.95,1342.2
2020-04-09,504.48,1202.77,1976.3,1387.05,1215.1
2020-04-10,219.62,899.35,1235.73,1143.7,1351.2
2020-04-11,324.92,1050.75,1549.0,876.4,1204.2
2020-04-12,61.3,446.1,539.92,625.9,1930.6
2020-04-13,97.58,213.92,363.52,495.4,1722.0
2020-04-14,272.72,523.78,941.92,435.5,1742.0
2020-04-15,382.98,912.75,1499.88,728.1,1501.8
2020-04-16,474.53,1175.8,1903.5,1327.4,1205.4
2020-04-17,281.6,509.05,941.05,644.6,1630.3
2020-04-18,200.88,547.38,855.6,696.25,1234.7
2020-04-19,106.69,386.82,550.69,588.35,1546.9
2020-04-20,253.37,492.6,881.05,735.4,1666.7
2020-04-21,255.4,560.75,952.27,907.65,1753.2
2020-04-22,300.1,668.0,1128.3,867.2,1754.6
2020-04-23,372.28,908.05,1478.95,917.35,1651.1
2020-04-24,352.45,888.2,1428.5,904.85,1837.8
2020-04-25,160.62,472.2,718.62,507.65,1814.6
2020-04-26,110.75,492.45,662.18,506.1,1706.3
2020-04-27,178.8,623.3,897.3,642.2,1533.2
2020-04-28,356.53,596.37,1142.81,286.66,1344.45
2020-04-29,229.84,419.55,772.32,356.64,1323.5
2020-04-30,176.35,357.84,628.64,345.33,1408.0
2020-05-01,144.99,313.85,536.19,315.32,1530.2
2020-05-02,134.0,329.76,535.24,286.2,1663.1
2020-05-03,201.38,485.72,794.49,332.59,1461.0
2020-05-04,366.22,591.81,1153.28,370.88,1745.4
2020-05-05,313.56,467.59,948.33,374.81,1803.6
2020-05-06,366.34,658.28,1219.95,409.5,1713.5
2020-05-07,337.0,704.22,1221.28,455.54,1732.7
2020-05-08,233.68,793.95,1152.47,416.62,2016.4
2020-05-09,222.94,822.49,1164.44,552.16,2062.5
2020-05-10,118.4,338.95,520.64,441.45,1806.6
2020-05-11,248.19,344.94,725.76,329.73,1327.6
2020-05-12,277.9,472.97,899.56,278.02,1537.2
2020-05-13,260.83,418.09,818.36,276.36,1455.2
2020-05-14,491.42,589.12,1342.21,239.94,1310.2
2020-05-15,388.5,572.16,1167.95,276.13,1510.3
2020-05-16,132.16,366.42,569.15,231.17,1711.4
2020-05-17,77.8,265.41,384.62,271.8,1485.4
2020-05-18,78.36,215.72,336.04,253.29,1711.5
2020-05-19,86.69,283.91,416.99,262.09,1541.9
2020-05-20,213.0,581.33,907.93,366.45,1413.3
2020-05-21,230.68,663.78,1017.45,475.95,1861.1
2020-05-22,60.85,201.76,295.23,663.02,1653.85
2020-05-23,44.38,98.18,166.12,571.1,1482.2
2020-05-24,80.75,245.2,368.95,480.2,1472.7
2020-05-25,148.98,438.42,666.75,472.1,1471.9
2020-05-26,351.32,757.12,1296.0,464.1,1494.6
2020-05-27,471.18,1007.32,1729.75,598.3,1384.8
2020-05-28,410.4,593.52,1222.6,481.45,1425.0
2020-05-29,472.05,744.77,1468.3,556.1,1370.3
2020-05-30,250.6,562.33,946.58,574.2,1782.8
2020-05-31,151.85,394.58,627.3,478.1,1768.2
2020-06-01,411.38,705.95,1336.8,533.65,1599.0
2020-06-02,314.77,721.15,1203.48,525.0,1656.6
2020-06-03,444.3,888.68,1570.1,655.25,1276.9
2020-06-04,241.92,415.2,785.87,315.45,1375.4
2020-06-05,122.38,305.05,492.7,266.65,1323.0
2020-06-06,71.47,308.52,418.18,239.1,1038.0
2020-06-07,157.77,402.1,644.22,257.7,943.5
2020-06-08,454.38,617.38,1314.05,425.1,1158.3
2020-06-09,462.45,732.62,1441.5,458.4,1409.6
2020-06-10,239.63,514.25,881.45,406.1,1198.2
2020-06-11,436.58,663.32,1332.92,551.65,1233.6
2020-06-12,492.02,836.0,1590.28,712.05,1191.8
2020-06-13,267.38,681.3,1091.18,400.6,1224.0
2020-06-14,97.55,399.12,548.95,401.95,1410.8
2020-06-15,235.25,632.4,992.9,322.65,1194.9
2020-06-16,241.48,550.87,920.91,320.85,1353.85
2020-06-17,480.3,866.33,1602.85,442.3,1029.5
2020-06-18,164.46,546.14,798.48,282.24,1410.7
2020-06-19,130.56,409.35,609.51,306.56,1278.5
2020-06-20,153.24,427.53,662.44,312.39,1135.3
2020-06-21,91.87,338.51,479.59,314.58,1141.5
2020-06-22,151.65,443.2,675.5,408.06,1137.5
2020-06-23,355.63,761.1,1306.5,414.89,1403.8
2020-06-24,471.8,1196.01,1919.58,540.67,2139.8
2020-06-25,438.56,1230.17,1902.51,549.95,2322.2
2020-06-26,226.06,768.02,1114.66,432.19,1888.6
2020-06-27,107.82,328.36,493.72,323.02,1146.8
2020-06-28,72.02,285.71,395.97,304.7,1242.7
2020-06-29,93.42,310.95,454.25,342.63,1210.4
2020-06-30,126.28,392.43,586.13,293.86,826.8
2020-07-01,119.86,375.36,559.06,270.4,828.0
2020-07-02,143.08,480.24,699.76,275.08,867.0
2020-07-03,111.11,375.33,545.36,337.91,1017.7
2020-07-04,91.04,302.91,442.29,275.94,701.8
2020-07-05,77.55,260.62,379.67,312.02,946.1
2020-07-06,137.65,380.77,591.9,307.51,1101.5
2020-07-07,183.49,529.04,810.56,295.44,1016.1
2020-07-08,160.93,428.06,674.66,281.52,407.7
2020-07-09,150.51,366.89,598.04,276.75,366.5
2020-07-10,184.59,461.98,744.79,256.58,1034.8
2020-07-11,239.14,572.88,939.92,287.37,990.3
2020-07-12,296.75,710.97,1166.25,352.65,1212.5
2020-07-13,137.45,477.4,688.3,321.48,1264.9
2020-07-14,237.73,515.16,879.61,289.66,925.1
2020-07-15,161.73,468.29,716.31,270.39,851.3
2020-07-16,254.86,532.94,923.34,273.03,771.7
2020-07-17,227.77,572.7,921.99,374.06,826.2
2020-07-18,123.42,400.01,589.2,297.24,837.3
2020-07-19,251.97,534.87,921.08,266.77,838.8
2020-07-20,324.28,588.45,1085.56,311.1,1063.6
2020-07-21,369.33,708.71,1274.86,324.29,1184.3
2020-07-22,181.68,534.79,813.31,364.57,1709.0
2020-07-23,127.44,488.2,683.82,364.85,1483.4
2020-07-24,146.77,435.08,660.15,286.98,906.4
2020-07-25,135.3,388.56,595.98,265.66,712.5
2020-07-26,104.42,347.99,507.95,297.75,684.1
2020-07-27,224.65,430.97,775.28,314.33,776.0
2020-07-28,142.88,402.76,621.59,281.26,989.3
2020-07-29,202.16,539.79,849.74,297.79,1080.6
2020-07-30,413.71,884.87,1519.02,337.5,1192.5
2020-07-31,384.89,995.3,1585.32,526.01,1759.3
2020-08-01,106.32,353.09,516.05,291.69,963.5
2020-08-02,95.08,349.87,495.51,277.92,1063.4
2020-08-03,265.93,560.05,967.76,285.5,1088.7
2020-08-04,265.03,551.23,957.99,296.64,1187.5
2020-08-05,152.39,423.57,657.34,299.25,1258.3
2020-08-06,330.34,676.62,1183.27,256.2,968.2
2020-08-07,928.44,1644.7,3068.28,792.15,1373.6
2020-08-08,541.92,1311.54,2142.56,919.7,1612.4
2020-08-09,251.95,789.47,1175.98,781.05,2255.2
2020-08-10,360.65,1056.58,1609.59,988.15,2268.1
2020-08-11,461.06,1470.1,2177.38,1238.2,2265.05
2020-08-12,369.39,1356.32,1922.9,1364.4,2677.0
2020-08-13,287.57,888.87,1329.5,914.75,1942.6
2020-08-14,301.67,675.76,1138.4,523.95,1329.4
2020-08-15,300.1,730.89,1191.26,579.35,728.6
2020-08-16,228.3,691.67,1042.04,696.9,1154.8
2020-08-17,208.13,608.73,928.14,336.75,1273.6
2020-08-18,142.73,434.63,653.42,316.45,1014.5
2020-08-19,449.96,636.82,1326.85,316.24,620.1
2020-08-20,229.69,546.42,898.65,441.26,1199.1
2020-08-21,112.85,351.96,525.01,404.27,1390.4
2020-08-22,90.42,337.56,476.36,336.01,1417.6
2020-08-23,79.23,324.8,446.54,277.35,1210.2
2020-08-24,141.56,459.98,677.22,277.08,1016.3
2020-08-25,136.69,366.49,576.32,275.72,1122.5
2020-08-26,100.31,436.19,590.05,241.56,1212.1
2020-08-27,305.32,667.97,1136.23,303.7,769.1
2020-08-28,243.37,537.11,910.46,216.19,865.3
2020-08-29,175.03,430.06,698.94,222.03,1091.0
2020-08-30,216.93,524.75,857.57,264.06,1267.4
2020-08-31,454.33,867.68,1564.25,251.75,929.2
2020-09-01,904.01,1089.89,2476.4,314.29,909.2
2020-09-02,271.02,792.17,1207.98,255.27,1308.5
2020-09-03,106.07,421.6,584.51,281.65,958.1
2020-09-04,146.32,498.73,723.31,422.6,979.2
2020-09-05,151.8,569.12,801.92,386.75,820.5
2020-09-06,163.61,601.32,852.34,352.95,782.0
2020-09-07,293.63,600.55,1050.7,305.05,613.8
2020-09-08,140.14,451.44,666.03,230.7,719.7
2020-09-09,232.59,567.84,924.29,332.35,752.4
2020-09-10,669.94,936.25,1963.75,515.55,1045.5
2020-09-11,321.58,710.22,1203.4,434.55,927.15
2020-09-12,61.28,250.15,344.02,297.9,1175.9
2020-09-13,71.8,316.05,426.12,317.45,1053.8
2020-09-14,1205.95,1480.38,3329.5,794.9,936.4
2020-09-15,766.2,1588.12,2763.01,1285.4,523.3
2020-09-16,656.79,1304.87,2312.46,921.75,464.97
2020-09-17,749.67,969.27,2118.92,617.7,462.22
2020-09-18,717.7,1037.69,2138.35,598.9,459.48
2020-09-19,442.65,901.69,1580.41,584.75,456.73
2020-09-20,370.3,885.61,1453.17,606.7,453.98
2020-09-21,1128.15,1502.46,3232.71,747.15,451.24
2020-09-22,438.78,1032.63,1704.99,604.9,448.49
2020-09-23,183.66,561.58,843.3,228.8,445.75
2020-09-24,348.13,708.65,1242.21,202.05,443.0
2020-09-25,368.98,709.65,1275.34,316.8,440.25
2020-09-26,320.54,630.05,1121.34,328.35,437.51
2020-09-27,295.39,590.97,1044.11,330.45,434.76
2020-09-28,395.84,844.2,1451.15,381.05,432.02
2020-09-29,584.51,939.17,1835.38,447.1,429.27
2020-09-30,427.77,783.52,1439.34,294.65,426.52
2020-10-01,284.74,691.96,1128.4,223.0,423.78
2020-10-02,666.57,895.74,1917.71,238.75,421.03
2020-10-03,328.62,623.12,1126.39,213.05,418.28
2020-10-04,185.37,462.85,746.87,103.05,415.54
2020-10-05,223.42,539.4,881.73,274.4,412.79
2020-10-06,183.17,472.74,753.74,202.2,410.05
2020-10-07,204.14,578.32,891.44,260.95,407.3
2020-10-08,245.63,621.55,997.94,235.9,404.55
2020-10-09,397.55,895.77,1505.0,252.4,401.81
2020-10-10,140.21,648.7,863.43,178.85,399.06
2020-10-11,307.88,683.27,1154.92,229.9,396.32
2020-10-12,477.83,897.94,1630.2,267.7,393.57
2020-10-13,612.03,847.93,1786.48,339.8,390.82
2020-10-14,648.22,923.08,1916.88,394.75,388.08
2020-10-15,687.92,957.97,2013.05,421.95,385.33
2020-10-16,1017.15,1150.42,2710.2,524.6,382.59
2020-10-17,446.15,867.12,1551.28,368.9,379.84
2020-10-18,549.7,1141.72,1984.15,476.35,377.09
2020-10-19,374.87,738.8,1313.66,392.55,374.35
2020-10-20,172.85,466.02,730.92,497.95,371.6
2020-10-21,528.12,738.55,1548.28,261.4,368.86
2020-10-22,154.12,596.4,832.72,362.05,366.11
2020-10-23,190.62,605.15,897.65,301.15,363.36
2020-10-24,85.2,376.72,507.35,238.7,360.62
2020-10-25,105.62,432.67,594.8,200.3,357.87
2020-10-26,123.55,584.47,773.47,288.7,355.12
2020-10-27,192.2,551.3,845.9,238.15,352.38
2020-10-28,88.07,418.1,553.02,288.75,349.63
2020-10-29,90.9,399.75,539.1,292.05,346.89
2020-10-30,66.75,342.43,444.92,237.25,344.14
2020-10-31,59.05,313.8,404.58,330.7,341.39
2020-11-01,35.0,219.05,272.8,340.7,338.65
2020-11-02,40.98,261.92,324.48,264.45,335.9
2020-11-03,129.85,693.51,892.49,262.05,333.16
2020-11-04,1784.08,1507.82,4243.3,686.15,330.41
2020-11-05,2803.03,1742.43,6040.37,1726.3,327.66
2020-11-06,2002.9,1596.05,4667.08,1734.15,324.92
2020-11-07,1462.75,1320.55,3563.3,1083.6,322.17
2020-11-08,894.58,997.25,2368.78,1119.5,319.43
2020-11-09,1012.65,1049.42,2602.62,494.2,316.68
2020-11-10,441.2,943.08,1619.6,387.5,313.93
2020-11-11,361.15,625.08,1178.8,275.7,311.19
2020-11-12,125.4,520.62,712.92,330.0,308.44
2020-11-13,265.73,856.82,1264.3,355.5,305.7
2020-11-14,100.02,461.3,614.5,390.55,302.95
2020-11-15,24.75,261.9,299.77,214.1,300.2
2020-11-16,73.8,457.93,570.9,280.6,297.46
2020-11-17,79.9,391.88,514.47,317.6,294.71
2020-11-18,137.28,440.05,650.32,370.25,291.97
2020-11-19,226.42,720.68,1067.82,272.55,289.22
2020-11-20,634.58,1097.68,2070.35,287.65,286.47
2020-11-21,23.68,327.92,364.35,205.9,283.73
2020-11-22,93.42,658.48,801.7,243.8,280.98
2020-11-23,1040.9,1327.18,2923.37,477.95,278.23
2020-11-24,305.89,883.81,1353.03,286.0,275.49
2020-11-25,381.96,953.14,1539.04,529.8,272.74
2020-11-26,1401.48,1479.85,3628.97,819.95,270.0
2020-11-27,1926.3,1430.61,4384.28,894.25,267.25
2020-11-28,909.49,1296.72,2691.34,1206.45,264.5
2020-11-29,416.01,1168.71,1806.78,843.35,261.76
2020-11-30,205.15,859.97,1174.62,458.7,259.01
2020-12-01,569.44,991.99,1865.03,480.1,256.27
2020-12-02,660.67,1234.11,2247.15,529.1,253.52
2020-12-03,557.93,1162.37,2018.1,209.0,250.77
2020-12-04,285.3,971.16,1408.66,252.55,248.03
2020-12-05,467.86,1023.02,1740.52,424.15,245.28
2020-12-06,584.91,1060.13,1957.05,493.45,242.54
2020-12-07,1438.65,1320.49,3526.39,776.5,239.79
2020-12-08,1219.07,1282.43,3151.55,594.6,237.04
2020-12-09,506.64,1065.44,1842.38,383.05,234.3
2020-12-10,792.21,925.94,2140.69,583.2,231.55
2020-12-11,806.62,1283.93,2521.18,337.6,228.81
2020-12-12,117.25,771.65,951.22,334.9,226.06
2020-12-13,231.73,663.08,1018.32,196.75,223.31
2020-12-14,218.06,655.01,989.15,341.25,220.57
2020-12-15,468.37,950.52,1668.7,334.15,217.82
2020-12-16,401.52,764.2,1380.12,256.05,215.08
2020-12-17,216.6,622.17,953.97,289.65,212.33
2020-12-18,185.75,432.15,716.72,239.3,209.58
2020-12-19,126.48,438.75,632.63,298.45,206.84
2020-12-20,50.97,439.02,517.45,237.15,204.09
2020-12-21,160.32,456.45,702.32,123.0,201.34
2020-12-22,821.72,917.3,2177.4,361.75,198.6
2020-12-23,351.25,735.28,1273.78,181.5,195.85
2020-12-24,254.35,481.48,871.5,219.7,193.11
2020-12-25,84.35,528.17,657.47,241.7,190.36
2020-12-26,17.62,288.6,315.48,108.35,187.61
2020-12-27,89.38,452.15,589.08,183.55,184.87
2020-12-28,396.85,903.83,1512.25,346.35,182.12
2020-12-29,267.48,662.53,1072.8,426.45,179.38
2020-12-30,512.25,1045.45,1830.9,397.3,176.63
2020-12-31,541.7,966.23,1796.75,514.65,404.1
2021-01-01,210.8,674.35,997.6,573.4,377.8
2021-01-02,357.3,650.38,1198.32,283.3,528.5
2021-01-03,237.4,527.28,891.62,251.8,533.8
2021-01-04,305.23,513.2,981.28,187.8,720.3
2021-01-05,408.62,590.05,1216.38,198.3,551.9
2021-01-06,585.4,721.2,1619.15,309.0,420.1
2021-01-07,443.28,1016.22,1696.05,568.75,219.2
2021-01-08,1227.72,1115.29,2997.8,707.48,97.4
2021-01-09,1120.72,1135.63,2853.78,689.25,246.2
2021-01-10,164.32,757.38,1009.3,452.2,394.7
2021-01-11,124.96,531.8,723.13,199.2,1188.6
2021-01-12,392.48,806.38,1407.88,290.65,1031.4
2021-01-13,334.11,876.94,1388.8,350.6,344.8
2021-01-14,370.57,813.4,1381.23,173.65,631.5
2021-01-15,704.87,893.94,1974.35,617.75,290.6
2021-01-16,212.6,656.91,982.61,229.05,778.0
2021-01-17,188.08,626.95,915.12,375.3,1152.3
2021-01-18,189.21,653.31,943.36,267.9,988.3
2021-01-19,168.95,474.19,733.13,107.88,1460.0
2021-01-20,177.2,461.07,732.59,198.3,1461.3
2021-01-21,188.75,562.48,851.85,235.05,1308.0
