MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3), Ozone (ug/m3), Sulphur Dioxide (ug/m3)
2019-10-11,814.07,757.68,2006.85,313.28,110.21,766.97,49.6
2019-10-12,1210.66,1226.02,3082.16,278.99,136.38,514.22,83.4
2019-10-13,608.58,784.35,1717.61,316.39,132.33,745.01,96.1
2019-10-14,920.39,1023.97,2434.26,457.45,218.2,244.66,65.4
2019-10-15,1512.68,1140.95,3460.53,504.16,146.22,392.91,53.7
2019-10-16,1413.43,1172.11,3339.32,399.63,160.34,447.27,48.8
2019-10-17,1563.85,1244.29,3641.59,392.52,143.73,482.65,21.5
2019-10-18,1018.95,934.47,2496.67,407.56,124.34,794.65,69.0
2019-10-19,1502.42,1204.14,3507.65,383.99,157.78,498.42,36.7
2019-10-20,538.44,699.0,1524.92,293.21,223.45,411.19,61.5
2019-10-21,231.86,613.29,969.48,246.96,118.3,694.56,49.17
2019-10-22,2673.45,1454.29,5553.04,574.11,321.75,150.42,56.69
2019-10-23,2000.33,1271.15,4338.73,614.62,459.05,71.94,58.21
2019-10-24,2006.56,1247.32,4324.42,498.19,414.66,120.93,59.73
2019-10-25,1216.86,873.03,2739.04,364.91,129.27,601.7,61.25
2019-10-26,482.5,597.53,1337.38,325.99,136.17,900.24,62.77
2019-10-27,1244.41,1180.87,3088.1,335.25,259.48,394.54,64.29
2019-10-28,1521.99,1152.81,3487.22,523.86,372.63,210.29,65.81
2019-10-29,505.9,1049.74,1824.98,315.66,152.51,576.93,67.33
2019-10-30,536.1,1064.65,1886.96,458.45,342.07,461.8,68.85
2019-10-31,1031.59,1092.42,2674.08,627.26,666.57,146.67,70.37
2019-11-01,1366.12,1025.91,3120.59,426.86,257.84,314.49,71.9
2019-11-02,708.51,593.69,1679.55,351.76,137.47,878.12,73.42
2019-11-03,1300.76,1071.84,3066.97,373.81,214.94,428.71,74.94
2019-11-04,2019.82,1326.63,4423.13,426.95,230.82,212.91,76.46
2019-11-05,552.2,853.24,1699.84,389.34,255.84,305.24,77.98
2019-11-06,1617.05,1195.57,3674.52,596.91,371.29,375.52,79.5
2019-11-07,1629.97,1171.98,3671.03,387.39,120.5,485.07,81.02
2019-11-08,2127.13,1309.05,4570.25,494.43,243.27,158.5,82.54
2019-11-09,856.91,964.61,2278.6,359.9,253.17,335.98,84.06
2019-11-10,1334.82,1068.64,3115.43,395.4,343.0,409.24,85.58
2019-11-11,1239.74,1039.85,2941.03,394.68,149.83,558.15,87.1
2019-11-12,1226.09,985.92,2865.75,344.21,93.36,638.44,88.62
2019-11-13,1502.15,1126.32,3430.5,481.75,152.59,362.74,90.14
2019-11-14,1025.3,1248.19,2819.87,295.75,149.76,507.68,91.66
2019-11-15,269.81,771.27,1184.85,327.27,250.47,407.86,93.18
2019-11-16,1522.46,1216.9,3551.28,426.4,368.9,109.44,94.7
2019-11-17,2517.58,1333.45,5192.99,573.92,613.24,47.11,96.23
2019-11-18,820.17,1075.64,2333.64,418.06,166.81,465.54,97.75
2019-11-19,3246.52,1681.21,6658.9,628.15,481.36,285.6,99.27
2019-11-20,915.14,1153.73,2557.76,395.63,268.34,492.75,100.79
2019-11-21,680.4,955.7,1999.12,499.62,571.04,334.75,102.31
2019-11-22,568.59,1029.38,1901.32,307.05,184.48,533.17,103.83
2019-11-23,740.33,1061.95,2196.6,368.59,331.2,334.78,105.35
2019-11-24,1711.98,1062.92,3687.39,504.28,340.36,382.41,106.87
2019-11-25,1170.3,993.17,2788.35,325.56,141.27,532.31,108.39
2019-11-26,1223.45,1119.64,2995.85,332.7,96.1,731.93,109.91
2019-11-27,1507.74,1434.5,3746.85,343.72,146.4,556.74,111.43
2019-11-28,1194.54,1049.45,2881.12,352.77,173.49,513.22,112.95
2019-11-29,1709.28,1314.44,3935.39,455.49,316.53,427.66,114.47
2019-11-30,1755.75,1552.49,4245.09,471.08,390.86,295.44,115.99
2019-12-01,185.75,688.96,973.38,266.14,161.47,601.22,117.51
2019-12-02,3329.14,1847.05,6952.23,704.66,496.6,308.01,119.04
2019-12-03,3056.1,1921.67,6608.24,730.47,354.92,325.16,120.56
2019-12-04,4797.54,1877.42,9234.3,721.62,573.83,289.62,122.08
2019-12-05,2590.45,1372.63,5345.5,493.19,412.47,472.7,123.6
2019-12-06,905.86,791.1,2180.13,284.03,72.18,835.11,125.12
2019-12-07,1099.08,935.54,2620.51,441.45,109.53,723.29,126.64
2019-12-08,512.77,498.97,1285.21,380.91,108.11,997.99,128.16
2019-12-09,1097.42,987.4,2670.16,393.54,127.34,659.83,129.68
2019-12-10,1229.69,922.61,2808.51,346.89,136.63,712.17,131.2
2019-12-11,1543.74,1252.7,3620.47,388.31,122.14,642.82,132.72
2019-12-12,1438.74,1179.95,3386.05,316.5,85.63,675.44,131.12
2019-12-13,1063.71,969.09,2600.21,368.64,112.24,791.34,34.4
2019-12-14,891.15,878.98,2245.58,377.7,127.58,943.26,41.8
2019-12-15,678.14,692.77,1731.84,315.02,102.46,966.71,35.2
2019-12-16,1688.81,1373.12,3962.13,411.95,166.44,594.2,33.7
2019-12-17,1463.81,1472.56,3716.76,316.18,237.79,428.97,36.4
2019-12-18,1667.79,1255.42,3812.84,365.78,204.8,505.02,34.7
2019-12-19,1040.37,766.97,2362.33,388.64,173.81,730.38,34.0
2019-12-20,1416.4,1213.65,3385.15,255.41,98.59,580.53,45.7
2019-12-21,796.56,835.71,2056.55,285.03,83.73,918.96,40.7
2019-12-22,890.1,940.18,2304.21,281.55,106.51,772.65,49.5
2019-12-23,1258.2,991.63,2920.98,376.46,127.21,619.95,38.3
2019-12-24,760.75,803.07,1969.32,353.86,141.16,871.98,45.6
2019-12-25,1278.27,1007.17,2967.23,401.4,282.09,537.82,51.3
2019-12-26,542.17,747.64,1579.14,301.68,164.14,696.89,38.4
2019-12-27,1886.68,1074.52,3966.54,405.89,357.66,313.64,67.7
2019-12-28,1639.79,1074.6,3589.64,431.63,357.67,235.12,53.7
2019-12-29,1504.83,1018.08,3325.68,450.76,430.42,356.07,58.6
2019-12-30,2301.3,1202.96,4731.71,534.8,511.52,58.8,69.0
2019-12-31,748.95,966.1,2114.09,533.99,563.89,71.77,59.0
2020-01-01,1646.95,1223.61,3748.76,766.6,880.06,74.17,52.8
2020-01-02,893.61,790.22,2160.33,371.52,168.46,528.36,52.8
2020-01-03,762.18,945.73,2113.73,355.24,142.42,625.96,52.8
2020-01-04,1098.99,1157.9,2843.88,389.89,176.77,482.95,52.8
2020-01-05,766.14,923.81,2098.67,293.78,120.28,711.98,52.8
2020-01-06,1009.39,870.61,2418.5,398.72,155.67,718.16,52.8
2020-01-07,1005.67,867.21,2408.88,431.58,158.26,575.07,52.8
2020-01-08,1383.83,1087.75,3209.58,659.19,248.78,465.15,52.8
2020-01-09,887.99,745.86,2107.41,389.73,97.74,699.33,52.8
2020-01-10,1154.09,1128.01,2897.92,396.21,163.25,532.48,52.8
2020-01-11,618.77,605.16,1553.97,416.5,131.65,897.86,52.8
2020-01-12,656.5,678.36,1685.59,305.4,89.13,823.69,52.8
2020-01-13,856.66,733.37,2046.87,412.92,94.02,826.85,52.8
2020-01-14,735.23,645.26,1772.24,312.47,94.42,899.53,52.8
2020-01-15,1355.15,1082.12,3160.54,341.45,100.45,682.1,52.8
2020-01-16,878.92,823.75,2171.26,419.11,135.41,659.71,52.8
2020-01-17,1164.74,1047.35,2833.76,357.24,108.34,686.47,52.8
2020-01-18,1341.58,1329.81,3387.0,447.01,195.81,412.23,52.8
2020-01-19,1815.28,1395.38,4178.76,473.58,343.58,399.32,52.8
2020-01-20,4222.44,1908.07,8382.3,1064.93,586.12,200.84,52.8
2020-01-21,5038.72,1967.84,9693.5,841.77,715.86,191.19,52.8
2020-01-22,2950.62,1469.35,5993.25,709.02,759.9,181.85,52.8
2020-01-23,1184.47,1270.76,3087.35,503.59,488.19,240.3,52.8
2020-01-24,1885.92,1337.85,4229.55,498.14,397.97,263.13,52.8
2020-01-25,1133.16,969.74,2707.78,618.74,515.56,400.76,52.8
2020-01-26,741.69,782.3,1918.93,500.75,297.37,622.86,52.8
2020-01-27,1284.01,1181.92,3150.36,372.56,104.97,698.3,52.8
2020-01-28,1003.14,914.97,2452.92,449.54,73.83,844.48,52.8
2020-01-29,1107.1,982.95,2681.64,550.48,143.37,779.31,52.8
2020-01-30,1138.64,930.44,2675.97,316.11,106.74,663.05,52.8
2020-01-31,914.82,738.13,2141.73,278.03,74.76,760.02,52.8
2020-02-01,700.91,647.15,1721.7,448.44,135.92,909.47,52.8
2020-02-02,576.45,634.47,1518.37,432.59,203.65,884.27,52.8
2020-02-03,1011.98,887.49,2439.17,555.02,163.66,813.04,52.8
2020-02-04,800.58,972.29,2199.34,456.6,136.25,737.67,52.8
2020-02-05,3139.72,1770.29,6584.89,873.73,352.7,297.62,52.8
2020-02-06,2740.24,1611.12,5812.69,691.25,454.83,193.01,52.8
2020-02-07,1614.58,1168.0,3642.99,720.19,564.94,309.45,52.8
2020-02-08,965.27,863.28,2343.3,503.55,179.42,886.02,52.8
2020-02-09,282.97,285.54,719.87,359.82,130.19,1386.06,52.8
2020-02-10,714.02,613.71,1708.65,394.16,85.63,1229.74,52.8
2020-02-11,789.02,696.94,1906.17,479.94,104.54,1233.87,52.8
2020-02-12,1164.48,955.61,2741.25,476.94,97.12,941.74,52.8
2020-02-13,930.23,957.53,2384.17,344.57,89.81,1015.03,52.8
2020-02-14,1398.67,1050.32,3194.58,590.82,190.17,688.74,52.8
2020-02-15,425.59,376.42,1029.47,263.14,72.56,1031.91,52.8
2020-02-16,392.78,453.73,1055.35,216.11,32.85,1339.54,52.8
2020-02-17,762.22,651.7,1819.96,441.24,104.79,1137.62,52.8
2020-02-18,857.41,773.51,2088.27,382.77,81.83,1082.74,52.8
2020-02-19,1038.6,913.35,2505.89,377.62,108.13,915.06,52.8
2020-02-20,714.95,730.43,1826.59,238.98,68.98,1089.36,52.8
2020-02-21,745.55,664.58,1807.86,311.4,120.2,1014.63,52.8
2020-02-22,511.76,514.2,1299.06,315.8,151.51,1194.26,52.8
2020-02-23,527.6,660.97,1469.23,267.63,69.52,870.72,52.8
2020-02-24,762.99,699.91,1870.16,303.23,52.26,877.63,52.8
2020-02-25,954.44,854.25,2317.71,416.76,44.33,972.84,52.8
2020-02-26,1129.56,1097.99,2829.03,538.48,63.3,755.03,52.8
2020-02-27,726.72,1107.68,2222.06,347.93,95.27,650.36,52.8
2020-02-28,1115.67,1045.44,2755.8,368.66,97.57,663.27,52.8
2020-02-29,648.09,604.64,1598.59,469.16,130.4,1070.75,52.8
2020-03-01,551.59,593.01,1439.16,355.69,73.75,1127.74,52.8
2020-03-02,710.16,976.29,2065.62,355.96,81.67,775.51,52.8
2020-03-03,1633.19,1416.16,3920.18,650.55,130.73,575.86,52.8
2020-03-04,1510.47,1415.23,3731.23,577.7,175.65,448.54,52.8
2020-03-05,207.45,661.75,979.15,314.44,176.31,796.37,52.8
2020-03-06,1394.97,1302.44,3441.16,596.13,223.55,610.02,52.8
2020-03-07,1186.86,1180.79,3000.58,622.97,251.39,624.02,52.8
2020-03-08,531.4,619.42,1434.17,361.06,92.18,1124.61,52.8
2020-03-09,1001.71,880.17,2415.74,469.29,92.03,921.55,52.8
2020-03-10,739.73,627.78,1762.2,220.51,44.74,802.81,52.8
2020-03-11,849.28,833.21,2134.99,349.44,59.75,1055.58,52.8
2020-03-12,806.65,689.45,1926.62,452.57,88.58,1053.61,52.8
2020-03-13,1168.8,1118.56,2910.65,542.27,113.51,824.02,52.8
2020-03-14,779.36,880.19,2075.02,365.5,97.29,924.8,52.8
2020-03-15,578.78,750.62,1638.18,281.46,98.25,1059.69,52.8
2020-03-16,1286.66,1312.81,3285.56,514.31,151.91,558.06,52.8
2020-03-17,1092.96,1051.22,2727.11,486.92,151.22,827.81,52.8
2020-03-18,763.86,921.37,2093.53,459.3,151.46,842.11,52.8
2020-03-19,759.96,952.58,2118.09,416.78,244.52,684.9,52.8
2020-03-20,566.82,770.92,1640.39,368.18,118.18,1000.62,52.8
2020-03-21,446.83,700.51,1386.31,402.86,148.54,990.55,52.8
2020-03-22,320.25,641.59,1133.1,400.31,217.09,924.72,52.8
2020-03-23,481.92,1017.49,1756.91,581.65,299.15,603.89,52.8
2020-03-24,587.75,1103.53,2004.87,630.83,316.05,741.83,52.8
2020-03-25,830.02,1245.25,2517.12,843.03,502.95,604.01,52.8
2020-03-26,188.95,848.15,1137.46,888.76,610.19,970.38,52.8
2020-03-27,134.81,563.82,771.24,912.78,596.07,1306.28,52.8
2020-03-28,40.13,287.55,348.84,553.58,278.82,1547.58,52.8
2020-03-29,24.04,204.78,242.35,378.49,87.95,1449.52,52.8
2020-03-30,120.14,475.59,660.1,345.18,114.6,1113.71,52.8
2020-03-31,133.35,557.89,762.03,409.64,167.62,1153.62,52.8
2020-04-01,700.26,1024.69,2098.28,466.29,219.79,782.81,52.8
2020-04-02,596.33,860.56,1774.75,474.65,123.63,936.42,52.8
2020-04-03,800.04,1089.1,2315.74,543.32,195.9,781.72,52.8
2020-04-04,439.16,757.6,1430.74,390.36,248.29,863.64,52.8
2020-04-05,143.35,461.93,681.67,417.43,233.88,1302.35,52.8
2020-04-06,641.41,977.03,1960.06,397.7,167.83,1013.1,52.8
2020-04-07,591.63,1177.31,2084.41,672.92,390.97,697.04,52.8
2020-04-08,273.32,1153.72,1572.95,1149.55,919.68,827.42,52.8
2020-04-09,397.56,1108.22,1717.76,1271.75,1026.98,817.25,52.8
2020-04-10,138.58,885.18,1097.59,999.69,736.48,900.28,52.8
2020-04-11,407.63,1158.65,1783.89,772.54,541.44,599.56,52.8
2020-04-12,199.3,721.65,1026.93,614.1,400.98,1328.52,52.8
2020-04-13,41.99,200.69,265.71,389.75,128.13,1477.72,52.8
2020-04-14,128.82,470.56,668.28,343.62,146.17,1438.76,52.8
2020-04-15,312.49,892.61,1372.36,666.8,452.62,1034.61,52.8
2020-04-16,310.45,1112.87,1588.89,1190.95,901.91,776.68,52.8
2020-04-17,108.53,425.78,593.47,540.83,210.82,1273.07,52.8
2020-04-18,159.72,559.89,804.54,580.53,292.97,945.98,52.8
2020-04-19,84.11,405.88,535.09,490.11,235.28,1164.89,52.8
2020-04-20,120.97,485.06,670.92,650.97,217.11,1237.29,52.8
2020-04-21,124.31,492.75,683.8,791.84,255.38,1353.95,52.8
2020-04-22,151.95,601.37,834.27,772.6,360.71,1311.35,52.8
2020-04-23,179.91,841.26,1116.94,798.29,475.61,1197.09,52.8
2020-04-24,203.67,835.31,1147.44,805.64,553.08,1254.73,52.8
2020-04-25,96.94,438.67,586.55,402.46,257.61,1486.28,52.8
2020-04-26,207.67,649.36,968.31,442.92,321.98,1182.6,52.8
2020-04-27,581.32,925.48,1817.72,624.18,333.89,1068.66,52.8
2020-04-28,179.72,542.34,818.09,257.79,209.63,1187.0,52.8
2020-04-29,652.57,736.49,1736.54,427.56,210.44,942.76,52.8
2020-04-30,591.16,651.71,1557.98,372.73,179.92,1013.83,52.8
2020-05-01,604.81,708.28,1637.05,364.91,186.07,1047.66,52.8
2020-05-02,469.61,743.88,1464.49,275.72,185.46,1102.67,52.8
2020-05-03,219.83,638.91,975.49,328.59,212.68,1030.12,52.8
2020-05-04,173.24,579.27,845.07,423.49,216.86,1274.94,52.8
2020-05-05,134.94,421.83,628.36,386.75,177.61,1405.17,52.8
2020-05-06,192.24,678.07,973.34,505.7,226.87,1262.05,52.8
2020-05-07,623.93,1293.11,2249.34,698.64,283.91,1028.75,52.8
2020-05-08,342.85,1140.41,1666.6,584.23,281.02,1273.58,52.8
2020-05-09,160.92,969.89,1216.99,810.67,426.8,1451.26,52.8
2020-05-10,31.87,323.01,372.29,620.64,257.94,1465.48,52.8
2020-05-11,96.25,282.9,430.47,447.34,124.11,1147.94,52.8
2020-05-12,289.04,637.11,1080.19,322.81,138.31,1155.98,52.8
2020-05-13,108.01,382.92,548.77,345.17,128.03,1253.45,52.8
2020-05-14,207.07,571.13,888.42,289.26,114.47,1033.0,52.8
2020-05-15,432.96,903.18,1567.21,410.15,148.39,1037.57,52.8
2020-05-16,449.18,895.27,1584.54,343.91,131.41,1141.77,52.8
2020-05-17,438.74,772.69,1444.83,381.68,137.73,1028.39,52.8
2020-05-18,609.06,814.54,1748.25,422.95,118.85,1184.6,52.8
2020-05-19,671.16,985.82,2014.97,412.17,143.63,949.02,52.8
2020-05-20,785.36,1127.82,2331.99,504.09,174.93,815.29,52.8
2020-05-21,598.48,1192.32,2110.25,628.65,273.89,1127.62,52.8
2020-05-22,556.22,665.14,1517.77,713.9,205.24,1242.55,52.8
2020-05-23,436.89,445.41,1115.78,562.88,162.89,1162.83,52.8
2020-05-24,338.46,577.38,1096.09,450.07,204.95,1092.4,52.8
2020-05-25,542.73,975.4,1807.36,484.24,271.91,957.34,52.8
2020-05-26,594.83,1035.73,1947.09,497.14,219.78,1068.86,52.8
2020-05-27,297.36,911.31,1367.73,511.8,228.07,1028.17,52.8
2020-05-28,220.89,524.39,863.92,451.97,167.8,1146.16,52.8
2020-05-29,267.76,690.93,1101.47,502.99,195.26,1093.19,52.8
2020-05-30,159.3,545.2,789.3,474.39,251.93,1398.71,52.8
2020-05-31,98.62,403.58,555.12,447.38,188.34,1464.38,52.8
2020-06-01,181.36,570.4,848.64,438.86,192.96,1276.75,52.8
2020-06-02,206.91,648.02,965.83,486.17,204.68,1339.82,52.8
2020-06-03,289.37,743.86,1188.31,560.34,285.89,1045.5,52.8
2020-06-04,347.58,518.3,1051.03,323.03,105.39,1134.7,52.8
2020-06-05,547.92,626.41,1465.98,319.36,76.68,1044.15,52.8
2020-06-06,661.17,630.19,1643.99,292.32,93.41,900.36,52.8
2020-06-07,286.33,461.23,899.59,232.29,118.22,792.62,52.8
2020-06-08,192.01,414.25,709.24,375.31,152.41,951.87,52.8
2020-06-09,464.55,761.36,1474.34,434.39,194.68,954.42,52.8
2020-06-10,939.63,900.34,2341.38,469.73,234.73,867.31,52.8
2020-06-11,276.77,624.51,1048.58,464.07,276.38,837.97,52.8
2020-06-12,271.94,731.15,1147.92,630.25,444.05,784.75,52.8
2020-06-13,246.65,640.16,1017.48,372.71,220.11,803.64,52.8
2020-06-14,439.3,646.67,1321.02,433.42,251.02,905.42,52.8
2020-06-15,1016.56,897.71,2456.18,438.06,162.86,806.01,52.8
2020-06-16,874.45,840.55,2180.67,476.52,164.55,868.66,52.8
2020-06-17,792.81,1014.2,2230.38,534.7,211.04,676.4,52.8
2020-06-18,810.09,1005.01,2246.89,322.36,170.03,907.0,52.8
2020-06-19,820.18,811.15,2068.48,461.45,156.47,846.48,52.8
2020-06-20,662.39,739.06,1754.4,332.9,143.78,751.23,52.8
2020-06-21,413.59,508.45,1141.92,304.34,125.81,804.53,52.8
2020-06-22,866.62,862.03,2191.22,548.61,177.98,751.21,52.8
2020-06-23,726.69,1040.67,2154.82,557.66,228.22,833.88,52.8
2020-06-24,287.77,1144.97,1586.46,752.51,386.91,1522.75,52.8
2020-06-25,226.02,1109.75,1456.69,734.65,402.77,1685.24,52.8
2020-06-26,649.62,1276.38,2272.51,620.39,363.39,1130.91,52.8
2020-06-27,518.4,471.72,1267.04,360.82,138.74,821.1,52.8
2020-06-28,400.81,408.0,1023.39,317.62,86.58,976.22,52.8
2020-06-29,678.49,559.95,1599.64,416.66,98.12,894.34,52.8
2020-06-30,990.13,732.21,2251.12,347.9,88.99,563.99,52.8
2020-07-01,879.11,702.65,2050.22,320.88,79.77,518.03,52.8
2020-07-02,951.42,884.77,2343.23,335.04,98.39,520.35,52.8
2020-07-03,809.5,670.57,1912.25,422.56,115.51,677.37,52.8
2020-07-04,598.68,429.49,1347.14,243.1,86.29,501.98,52.8
2020-07-05,360.99,316.79,870.2,314.21,88.52,688.03,52.8
2020-07-06,637.08,621.7,1598.03,367.19,117.33,790.68,52.8
2020-07-07,995.51,980.2,2506.89,457.05,140.68,640.44,52.8
2020-07-08,1171.82,727.98,2525.0,309.72,90.94,219.75,52.8
2020-07-09,899.22,542.65,1921.17,304.77,103.15,231.39,52.8
2020-07-10,453.6,596.44,1291.98,238.31,75.95,673.13,52.8
2020-07-11,374.92,588.09,1162.42,267.97,132.59,710.31,52.8
2020-07-12,552.38,852.3,1698.91,444.96,228.56,880.08,52.8
2020-07-13,900.34,1006.67,2386.94,389.93,132.24,837.68,52.8
2020-07-14,305.79,492.84,961.42,297.84,124.08,695.7,52.8
2020-07-15,837.05,763.26,2046.52,322.93,99.09,522.98,52.8
2020-07-16,477.55,573.98,1306.33,294.66,105.93,484.83,52.8
2020-07-17,1232.89,1049.71,2940.59,560.57,181.07,463.51,52.8
2020-07-18,610.76,620.87,1558.04,354.38,127.82,557.69,52.8
2020-07-19,190.4,365.4,657.82,215.61,107.36,640.42,52.8
2020-07-20,268.34,483.75,895.34,332.39,122.23,793.66,52.8
2020-07-21,338.59,679.16,1198.83,382.91,153.86,829.17,52.8
2020-07-22,907.24,1109.21,2500.64,516.58,151.65,1099.77,52.8
2020-07-23,910.4,1014.23,2409.97,503.51,150.71,996.36,52.8
2020-07-24,982.92,812.62,2319.88,385.34,117.36,571.73,52.8
2020-07-25,730.72,602.92,1723.86,264.02,96.33,448.61,52.8
2020-07-26,546.63,483.88,1322.49,319.18,97.48,486.96,52.8
2020-07-27,754.11,568.78,1724.9,397.25,118.84,521.33,52.8
2020-07-28,740.54,636.26,1771.37,333.65,90.78,661.82,52.8
2020-07-29,1015.73,1011.44,2569.09,402.08,132.95,693.92,52.8
2020-07-30,957.62,1179.6,2648.09,609.01,193.14,754.91,52.8
2020-07-31,536.28,1321.71,2143.29,785.89,320.83,1132.33,52.8
2020-08-01,673.69,657.12,1689.98,337.13,123.7,643.16,52.8
2020-08-02,500.57,575.49,1343.04,286.73,94.32,762.63,52.8
2020-08-03,251.39,515.95,901.51,318.92,103.5,868.89,52.8
2020-08-04,956.5,990.14,2456.5,413.82,129.29,722.48,52.8
2020-08-05,742.0,737.07,1877.06,381.9,81.47,894.15,52.8
2020-08-06,952.59,1038.64,2499.66,427.98,130.28,506.44,52.8
2020-08-07,1108.63,2019.38,3719.3,832.38,351.63,711.92,52.8
2020-08-08,322.17,1187.41,1680.53,829.38,494.64,1373.36,52.8
2020-08-09,85.62,491.56,623.4,684.81,455.65,1614.82,52.8
2020-08-10,218.08,941.53,1275.15,855.35,545.33,1466.73,52.8
2020-08-11,259.11,1290.43,1690.57,1067.05,804.89,1400.76,52.8
2020-08-12,212.72,1240.83,1571.81,1204.37,1004.59,1648.04,52.8
2020-08-13,119.87,584.69,768.29,753.39,582.99,1367.59,52.8
2020-08-14,158.79,446.9,690.13,432.24,288.07,868.16,52.8
2020-08-15,468.12,646.79,1365.3,552.98,413.42,407.3,52.8
2020-08-16,327.75,718.04,1221.32,660.32,508.7,564.42,52.8
2020-08-17,907.67,1113.25,2492.99,466.04,161.98,667.48,52.8
2020-08-18,821.72,766.28,2026.66,420.38,113.33,598.06,52.8
2020-08-19,646.88,620.51,1612.46,330.17,131.56,308.31,52.8
2020-08-20,854.34,928.95,2238.9,605.46,189.73,630.09,52.8
2020-08-21,571.83,504.82,1380.71,556.3,162.56,920.32,52.8
2020-08-22,608.23,584.78,1517.83,370.45,128.78,948.74,52.8
2020-08-23,467.75,468.82,1185.89,278.5,102.96,765.48,52.8
2020-08-24,922.18,833.74,2248.6,348.87,113.92,539.34,52.8
2020-08-25,530.49,449.29,1262.87,360.4,129.37,650.31,52.8
2020-08-26,727.11,749.13,1864.18,350.18,122.17,648.41,52.8
2020-08-27,803.85,831.72,2065.0,467.07,156.94,487.75,52.8
2020-08-28,767.85,689.94,1867.7,376.15,97.36,540.28,52.8
2020-08-29,151.97,323.85,556.64,231.48,109.25,721.32,52.8
2020-08-30,73.34,275.75,388.14,284.23,123.64,868.6,52.8
2020-08-31,703.11,900.27,1978.01,296.07,156.41,610.86,52.8
2020-09-01,1244.81,1239.02,3147.38,502.93,238.44,543.0,52.8
2020-09-02,1150.14,1326.4,3090.15,499.34,176.0,690.11,52.8
2020-09-03,825.64,731.26,1997.08,446.32,141.31,568.78,52.8
2020-09-04,1122.45,959.49,2680.55,528.44,142.81,594.84,52.8
2020-09-05,952.49,970.54,2430.93,526.59,167.03,492.21,52.8
2020-09-06,823.92,998.83,2262.84,392.12,189.15,450.59,52.8
2020-09-07,1334.52,992.84,3039.53,477.07,169.13,400.6,52.8
2020-09-08,1030.38,839.14,2419.54,387.13,120.53,423.54,52.8
2020-09-09,734.85,754.88,1881.62,421.78,130.12,490.91,52.8
2020-09-10,573.84,987.6,1867.96,548.0,199.81,628.09,52.8
2020-09-11,1470.71,1366.37,3621.62,578.29,201.17,491.67,52.8
2020-09-12,815.08,882.75,2131.96,372.83,132.18,742.66,52.8
2020-09-13,641.01,849.73,1832.65,327.31,154.83,663.78,52.8
2020-09-14,808.92,1301.38,2541.99,728.93,412.0,560.52,52.8
2020-09-15,822.43,1938.08,3199.37,1283.61,813.08,458.43,52.8
2020-09-16,222.52,911.35,1253.27,791.48,464.58,1090.92,52.8
2020-09-17,195.52,497.43,796.42,557.71,145.77,1021.11,52.8
2020-09-18,269.29,690.38,1103.31,587.19,164.48,882.21,52.8
2020-09-19,150.49,542.71,773.4,545.94,197.37,1103.24,52.8
2020-09-20,136.71,534.14,743.3,534.95,235.46,1150.21,52.8
2020-09-21,927.53,1302.51,2724.79,698.05,313.85,645.78,52.8
2020-09-22,1238.15,1445.74,3344.27,769.39,305.81,873.39,52.8
2020-09-23,856.66,937.31,2250.63,389.59,152.86,960.89,52.8
2020-09-24,1190.75,1070.1,2895.59,375.81,95.65,605.82,52.8
2020-09-25,428.22,624.26,1280.99,249.35,93.43,711.78,52.8
2020-09-26,211.7,404.76,729.5,275.04,85.17,899.69,52.8
2020-09-27,88.82,296.89,433.54,229.75,105.01,1008.89,52.8
2020-09-28,968.23,1051.13,2535.18,444.92,184.85,537.22,52.8
2020-09-29,1148.67,1093.54,2855.04,426.51,232.93,278.27,52.8
2020-09-30,1050.56,933.37,2543.88,468.11,144.71,655.84,52.8
2020-10-01,1162.73,1023.91,2806.48,366.92,113.62,573.07,52.8
2020-10-02,262.26,618.58,1020.61,235.28,132.25,677.99,52.8
2020-10-03,774.16,875.42,2063.44,277.98,129.74,620.66,52.8
2020-10-04,504.34,551.12,1323.89,128.89,52.86,908.72,52.8
2020-10-05,1085.61,844.38,2508.71,307.21,117.65,522.03,52.8
2020-10-06,868.15,693.39,2024.66,278.97,104.32,663.35,52.8
2020-10-07,1072.36,952.11,2596.33,358.53,124.16,531.56,52.8
2020-10-08,711.04,774.79,1864.75,280.07,118.5,526.22,52.8
2020-10-09,1675.44,1258.49,3828.09,459.18,156.48,307.88,52.8
2020-10-10,885.16,939.28,2296.25,406.38,100.34,516.56,52.8
2020-10-11,324.36,614.36,1111.23,232.25,107.64,565.02,52.8
2020-10-12,1761.28,1292.75,3993.19,439.77,165.66,250.87,52.8
2020-10-13,448.25,718.9,1407.17,278.47,141.22,394.17,52.8
2020-10-14,248.38,595.61,976.7,318.24,148.92,622.89,52.8
2020-10-15,194.35,572.12,870.47,329.83,97.07,662.35,52.8
2020-10-16,380.03,853.07,1435.99,389.05,144.03,467.79,52.8
2020-10-17,235.49,702.87,1064.65,292.15,156.2,687.59,52.8
2020-10-18,965.85,1175.79,2656.29,490.84,328.67,206.53,52.8
2020-10-19,723.44,900.85,2010.33,538.83,232.32,665.04,52.8
2020-10-20,717.52,743.14,1843.61,579.53,210.04,715.61,52.8
2020-10-21,817.6,892.0,2146.64,279.2,137.84,480.61,52.8
